"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","28747","","","","0"
"2018","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","27944","","","","0"
"2019","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","32101","","","","0"
"2020","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","36226","","","","0"
"2021","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","33085","","","","0"
"2022","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","36802","","","","0"
"2023","Canada","2016A000011124","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974120","1.4.22","38935","","","","0"
"2007","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","6135","","","","0"
"2008","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","6720","","","","0"
"2009","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","6322","","","","0"
"2010","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","6895","","","","0"
"2011","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","7894","","","","0"
"2012","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8112","","","","0"
"2013","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8521","","","","0"
"2014","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8582","","","","0"
"2015","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8065","","","","0"
"2016","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8674","","","","0"
"2017","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8151","","","","0"
"2018","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","7543","","","","0"
"2019","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","7583","","","","0"
"2020","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","8696","","","","0"
"2021","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","9892","","","","0"
"2022","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","10825","","","","0"
"2023","Canada","2016A000011124","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974126","1.5.22","10686","","","","0"
"2007","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","42183","","","","0"
"2008","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","52513","","","","0"
"2009","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","54395","","","","0"
"2010","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","51451","","","","0"
"2011","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","68404","","","","0"
"2012","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","78916","","","","0"
"2013","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","69250","","","","0"
"2014","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","90379","","","","0"
"2015","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","84857","","","","0"
"2016","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","90673","","","","0"
"2017","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","91072","","","","0"
"2018","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","83480","","","","0"
"2019","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","82747","","","","0"
"2020","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","106065","","","","0"
"2021","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","81107","","","","0"
"2022","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","81133","","","","0"
"2023","Canada","2016A000011124","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974132","1.6.22","80271","","","","0"
"2007","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3389","","","","0"
"2008","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","2962","","","","0"
"2009","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","2839","","","","0"
"2010","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3102","","","","0"
"2011","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3441","","","","0"
"2012","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3552","","","","0"
"2013","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3594","","","","0"
"2014","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3644","","","","0"
"2015","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3490","","","","0"
"2016","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3708","","","","0"
"2017","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3427","","","","0"
"2018","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3197","","","","0"
"2019","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3275","","","","0"
"2020","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","3854","","","","0"
"2021","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","4714","","","","0"
"2022","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","4594","","","","0"
"2023","Canada","2016A000011124","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151396","1.7.22","4681","","","","0"
"2007","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","2483","","","","0"
"2008","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","2719","","","","0"
"2009","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","2558","","","","0"
"2010","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","2790","","","","0"
"2011","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3195","","","","0"
"2012","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3283","","","","0"
"2013","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3448","","","","0"
"2014","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3473","","","","0"
"2015","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3264","","","","0"
"2016","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3510","","","","0"
"2017","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3299","","","","0"
"2018","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3053","","","","0"
"2019","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3069","","","","0"
"2020","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","3519","","","","0"
"2021","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","4003","","","","0"
"2022","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","4381","","","","0"
"2023","Canada","2016A000011124","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151425","1.8.22","4325","","","","0"
"2007","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","38313","E","","","0"
"2008","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","47743","","","","0"
"2009","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","51906","","","","0"
"2010","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","47658","","","","0"
"2011","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","62342","","","","0"
"2012","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","71962","","","","0"
"2013","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","63155","","","","0"
"2014","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","83200","","","","0"
"2015","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","76993","","","","0"
"2016","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","82725","","","","0"
"2017","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","82792","","","","0"
"2018","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","76042","","","","0"
"2019","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","75925","","","","0"
"2020","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","96938","","","","0"
"2021","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","84005","","","","0"
"2022","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","86785","","","","0"
"2023","Canada","2016A000011124","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151454","1.9.22","85326","","","","0"
"2007","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","38267","","","","0"
"2008","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","47639","","","","0"
"2009","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","49346","","","","0"
"2010","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","46675","","","","0"
"2011","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","62055","","","","0"
"2012","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","71591","","","","0"
"2013","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","62823","","","","0"
"2014","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","81990","","","","0"
"2015","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","76981","","","","0"
"2016","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","82257","","","","0"
"2017","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","82619","","","","0"
"2018","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","75732","","","","0"
"2019","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","75067","","","","0"
"2020","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","96220","","","","0"
"2021","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","73579","","","","0"
"2022","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","73603","","","","0"
"2023","Canada","2016A000011124","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151483","1.10.22","72821","","","","0"
"2007","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","15400","E","","t","0"
"2008","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","17600","","","t","0"
"2009","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","20300","","","t","0"
"2010","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","17100","","","t","0"
"2011","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","19500","","","t","0"
"2012","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","21900","","","t","0"
"2013","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","18300","","","t","0"
"2014","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","24000","","","t","0"
"2015","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","23600","","","t","0"
"2016","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","23600","","","t","0"
"2017","Canada","2016A000011124","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151512","1.11.22","25100","","","t","0"


