"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","595","","","","0"
"2011","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","730","","","","0"
"2012","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","1084","","","","0"
"2013","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","675","","","","0"
"2014","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","1572","","","","0"
"2015","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","1192","","","","0"
"2016","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","2427","","","","0"
"2017","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","1425","","","","0"
"2018","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","1956","","","","0"
"2019","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","2648","","","","0"
"2020","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","2923","","","","0"
"2021","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","2649","","","","0"
"2022","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","2781","","","","0"
"2023","Nova Scotia","2016A000212","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974366","6.3.22","2801","","","","0"
"2007","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","300","","","","0"
"2008","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","240","","","","0"
"2009","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","111","","","","0"
"2010","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","231","","","","0"
"2011","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","222","","","","0"
"2012","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","260","","","","0"
"2013","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","242","","","","0"
"2014","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","615","E","","","0"
"2015","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","524","","","","0"
"2016","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","922","","","","0"
"2017","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","612","","","","0"
"2018","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","805","","","","0"
"2019","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","906","","","","0"
"2020","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","1201","","","","0"
"2021","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","906","","","","0"
"2022","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","1209","","","","0"
"2023","Nova Scotia","2016A000212","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974372","6.4.22","1375","","","","0"
"2007","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","290","","","","0"
"2008","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","200","","","","0"
"2009","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","105","","","","0"
"2010","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","117","","","","0"
"2011","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","199","","","","0"
"2012","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","211","","","","0"
"2013","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","211","","","","0"
"2014","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","239","E","","","0"
"2015","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","276","","","","0"
"2016","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","288","","","","0"
"2017","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","265","","","","0"
"2018","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","206","","","","0"
"2019","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","245","","","","0"
"2020","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","","x","","","0"
"2021","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","294","","","","0"
"2022","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","229","","","","0"
"2023","Nova Scotia","2016A000212","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974378","6.5.22","253","","","","0"
"2007","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","850","","","","0"
"2008","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","875","","","","0"
"2009","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","356","","","","0"
"2010","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","548","","","","0"
"2011","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","685","","","","0"
"2012","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","1013","","","","0"
"2013","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","675","","","","0"
"2014","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","1572","","","","0"
"2015","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","1192","","","","0"
"2016","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","2427","","","","0"
"2017","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","1375","","","","0"
"2018","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","1950","","","","0"
"2019","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","2557","","","","0"
"2020","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","2742","","","","0"
"2021","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","2383","","","","0"
"2022","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","2733","","","","0"
"2023","Nova Scotia","2016A000212","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974384","6.6.22","2751","","","","0"
"2007","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","117","","","","0"
"2008","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","85","","","","0"
"2009","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","47","","","","0"
"2010","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","52","","","","0"
"2011","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","92","","","","0"
"2012","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","97","","","","0"
"2013","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","102","","","","0"
"2014","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","107","E","","","0"
"2015","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","112","","","","0"
"2016","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","117","","","","0"
"2017","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","107","","","","0"
"2018","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","86","","","","0"
"2019","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","113","","","","0"
"2020","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","125","","","","0"
"2021","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","137","","","","0"
"2022","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","107","","","","0"
"2023","Nova Scotia","2016A000212","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151831","6.7.22","117","","","","0"
"2007","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","117","","","","0"
"2008","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","81","","","","0"
"2009","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","42","","","","0"
"2010","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","47","","","","0"
"2011","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","81","","","","0"
"2012","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","85","","","","0"
"2013","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","85","","","","0"
"2014","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","97","E","","","0"
"2015","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","112","","","","0"
"2016","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","117","","","","0"
"2017","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","107","","","","0"
"2018","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","83","","","","0"
"2019","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","99","","","","0"
"2020","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","","x","","","0"
"2021","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","119","","","","0"
"2022","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","93","","","","0"
"2023","Nova Scotia","2016A000212","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151860","6.8.22","102","","","","0"
"2007","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","816","","","","0"
"2008","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","816","","","","0"
"2009","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","373","","","","0"
"2010","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","539","","","","0"
"2011","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","662","","","","0"
"2012","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","983","","","","0"
"2013","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","612","","","","0"
"2014","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","1426","","","","0"
"2015","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","1081","","","","0"
"2016","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","2202","","","","0"
"2017","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","1293","","","","0"
"2018","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","1774","","","","0"
"2019","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","2402","","","","0"
"2020","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","2652","","","","0"
"2021","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","2403","","","","0"
"2022","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","2523","","","","0"
"2023","Nova Scotia","2016A000212","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151889","6.9.22","2541","","","","0"
"2007","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","771","","","","0"
"2008","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","794","","","","0"
"2009","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","323","","","","0"
"2010","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","497","","","","0"
"2011","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","621","","","","0"
"2012","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","919","","","","0"
"2013","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","612","","","","0"
"2014","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","1426","","","","0"
"2015","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","1081","","","","0"
"2016","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","2202","","","","0"
"2017","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","1247","","","","0"
"2018","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","1769","","","","0"
"2019","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","2320","","","","0"
"2020","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","2487","","","","0"
"2021","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","2162","","","","0"
"2022","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","2480","","","","0"
"2023","Nova Scotia","2016A000212","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151918","6.10.22","2495","","","","0"
"2007","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","7000","","","t","0"
"2008","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","10100","","","t","0"
"2009","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","8800","","","t","0"
"2010","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","11400","","","t","0"
"2011","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","8200","","","t","0"
"2012","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","11600","","","t","0"
"2013","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","7200","","","t","0"
"2014","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","14700","E","","t","0"
"2015","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","9700","","","t","0"
"2016","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","18800","","","t","0"
"2017","Nova Scotia","2016A000212","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151947","6.11.22","12100","","","t","0"


