"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Prince Edward Island","2016A000211","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974324","5.2.22","15700","","","t","0"
"2013","Prince Edward Island","2016A000211","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974324","5.2.22","35000","","","t","0"
"2014","Prince Edward Island","2016A000211","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974324","5.2.22","","F","","t","0"
"2015","Prince Edward Island","2016A000211","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974324","5.2.22","12200","E","","t","0"
"2016","Prince Edward Island","2016A000211","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974324","5.2.22","","F","","t","0"
"2017","Prince Edward Island","2016A000211","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974324","5.2.22","10700","","","t","0"
"2007","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","358","","","","0"
"2008","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","468","","","","0"
"2009","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","216","","","","0"
"2011","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","442","","","","0"
"2012","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","692","","","","0"
"2013","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","1559","","","","0"
"2014","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","1792","","","","0"
"2015","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","547","","","","0"
"2016","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","592","","","","0"
"2017","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","487","","","","0"
"2018","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","344","E","","","0"
"2019","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","410","E","","","0"
"2020","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","737","","","","0"
"2021","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","323","E","","","0"
"2022","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","391","","","","0"
"2023","Prince Edward Island","2016A000211","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974330","5.3.22","392","","","","0"
"2007","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","170","","","","0"
"2008","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","150","E","","","0"
"2009","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","","F","","","0"
"2011","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","197","","","","0"
"2012","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","204","E","","","0"
"2013","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","373","","","","0"
"2014","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","","F","","","0"
"2015","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","","F","","","0"
"2016","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","183","E","","","0"
"2017","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","180","","","","0"
"2018","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","139","E","","","0"
"2019","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","164","E","","","0"
"2020","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","293","","","","0"
"2021","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","146","E","","","0"
"2022","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","227","","","","0"
"2023","Prince Edward Island","2016A000211","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974336","5.4.22","251","","","","0"
"2007","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","40","","","","0"
"2008","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","60","","","","0"
"2009","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","46","E","","","0"
"2011","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","81","","","","0"
"2012","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","88","","","","0"
"2013","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","89","","","","0"
"2014","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","","F","","","0"
"2015","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","90","E","","","0"
"2016","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","88","","","","0"
"2017","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","91","","","","0"
"2018","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","71","E","","","0"
"2019","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","80","","","","0"
"2020","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","63","","","","0"
"2021","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","69","E","","","0"
"2022","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","60","E","","","0"
"2023","Prince Edward Island","2016A000211","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974342","5.5.22","62","","","","0"
"2007","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","358","","","","0"
"2008","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","468","","","","0"
"2009","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","216","","","","0"
"2011","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","442","","","","0"
"2012","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","690","","","","0"
"2013","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","1559","","","","0"
"2014","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","1792","","","","0"
"2015","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","547","","","","0"
"2016","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","592","","","","0"
"2017","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","487","","","","0"
"2018","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","332","","","","0"
"2019","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","410","E","","","0"
"2020","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","732","","","","0"
"2021","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","322","E","","","0"
"2022","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","391","","","","0"
"2023","Prince Edward Island","2016A000211","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974348","5.6.22","392","","","","0"
"2007","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","16","","","","0"
"2008","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","28","","","","0"
"2009","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","19","E","","","0"
"2011","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","35","","","","0"
"2012","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","36","","","","0"
"2013","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","37","","","","0"
"2014","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","","F","","","0"
"2015","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","40","E","","","0"
"2016","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","41","","","","0"
"2017","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","38","","","","0"
"2018","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","29","E","","","0"
"2019","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","34","","","","0"
"2020","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","25","","","","0"
"2021","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","28","E","","","0"
"2022","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","24","E","","","0"
"2023","Prince Edward Island","2016A000211","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151686","5.7.22","25","","","","0"
"2007","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","16","","","","0"
"2008","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","24","","","","0"
"2009","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","19","E","","","0"
"2011","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","33","","","","0"
"2012","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","36","","","","0"
"2013","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","36","","","","0"
"2014","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","","F","","","0"
"2015","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","36","E","","","0"
"2016","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","36","","","","0"
"2017","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","37","","","","0"
"2018","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","29","E","","","0"
"2019","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","32","","","","0"
"2020","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","25","","","","0"
"2021","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","28","E","","","0"
"2022","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","24","E","","","0"
"2023","Prince Edward Island","2016A000211","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151715","5.8.22","25","","","","0"
"2007","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","324","","","","0"
"2008","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","424","","","","0"
"2009","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","196","","","","0"
"2011","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","401","","","","0"
"2012","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","628","","","","0"
"2013","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","1414","","","","0"
"2014","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","1626","","","","0"
"2015","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","496","","","","0"
"2016","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","537","","","","0"
"2017","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","442","","","","0"
"2018","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","312","E","","","0"
"2019","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","372","E","","","0"
"2020","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","668","","","","0"
"2021","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","293","E","","","0"
"2022","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","355","","","","0"
"2023","Prince Edward Island","2016A000211","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151744","5.9.22","356","","","","0"
"2007","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","324","","","","0"
"2008","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","424","","","","0"
"2009","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","","F","","","0"
"2010","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","196","","","","0"
"2011","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","401","","","","0"
"2012","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","626","","","","0"
"2013","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","1414","","","","0"
"2014","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","1625","","","","0"
"2015","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","496","","","","0"
"2016","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","537","","","","0"
"2017","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","442","","","","0"
"2018","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","301","","","","0"
"2019","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","372","E","","","0"
"2020","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","664","","","","0"
"2021","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","292","E","","","0"
"2022","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","355","","","","0"
"2023","Prince Edward Island","2016A000211","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52151773","5.10.22","355","","","","0"
"2007","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","20000","","","t","0"
"2008","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","17500","","","t","0"
"2009","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","","F","","t","0"
"2010","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","10500","E","","t","0"
"2011","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","12100","","","t","0"
"2012","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","17400","","","t","0"
"2013","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","39300","","","t","0"
"2014","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","","F","","t","0"
"2015","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","13800","E","","t","0"
"2016","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","","F","","t","0"
"2017","Prince Edward Island","2016A000211","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52151802","5.11.22","11900","","","t","0"


