"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Manitoba","2016A000246","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974144","11.2.22","","F","","t","0"
"2015","Manitoba","2016A000246","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974144","11.2.22","11900","","","t","0"
"2016","Manitoba","2016A000246","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974144","11.2.22","14300","","","t","0"
"2017","Manitoba","2016A000246","Average yield per acre (pounds)","Fresh pumpkins [114221551]","Pounds","254","units","0","v43974144","11.2.22","26200","","","t","0"
"2007","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","500","","","","0"
"2008","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","","x","","","0"
"2009","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","","F","","","0"
"2010","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","207","","","","0"
"2011","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","791","","","","0"
"2012","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","2344","","","","0"
"2013","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","2134","","","","0"
"2014","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","1864","","","","0"
"2015","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","1292","","","","0"
"2016","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","2015","","","","0"
"2017","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","4226","","","","0"
"2018","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","2111","","","","0"
"2019","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","968","","","","0"
"2020","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","826","E","","","0"
"2021","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","896","","","","0"
"2022","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","914","","","","0"
"2023","Manitoba","2016A000246","Total production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974150","11.3.22","1083","","","","0"
"2007","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","150","","","","0"
"2008","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","","x","","","0"
"2009","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","","F","","","0"
"2010","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","81","","","","0"
"2011","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","351","","","","0"
"2012","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","866","E","","","0"
"2013","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","871","","","","0"
"2014","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","","F","","","0"
"2015","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","604","","","","0"
"2016","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","956","","","","0"
"2017","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","2335","","","","0"
"2018","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","1154","E","","","0"
"2019","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","641","E","","","0"
"2020","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","344","E","","","0"
"2021","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","383","","","","0"
"2022","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","485","","","","0"
"2023","Manitoba","2016A000246","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974156","11.4.22","667","","","","0"
"2007","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","55","","","","0"
"2008","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","100","","","","0"
"2009","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","","F","","","0"
"2010","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","50","","","","0"
"2011","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","146","","","","0"
"2012","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","188","E","","","0"
"2013","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","193","","","","0"
"2014","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","","F","","","0"
"2015","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","217","","","","0"
"2016","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","282","","","","0"
"2017","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","322","","","","0"
"2018","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","205","","","","0"
"2019","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","145","","","","0"
"2020","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","166","","","","0"
"2021","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","272","","","","0"
"2022","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","185","","","","0"
"2023","Manitoba","2016A000246","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974162","11.5.22","172","","","","0"
"2007","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","500","","","","0"
"2008","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","","x","","","0"
"2009","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","","F","","","0"
"2010","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","207","","","","0"
"2011","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","791","","","","0"
"2012","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","2302","","","","0"
"2013","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","2123","","","","0"
"2014","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","1864","","","","0"
"2015","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","1292","","","","0"
"2016","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","1999","","","","0"
"2017","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","4176","","","","0"
"2018","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","2048","","","","0"
"2019","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","968","","","","0"
"2020","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","782","E","","","0"
"2021","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","887","E","","","0"
"2022","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","898","","","","0"
"2023","Manitoba","2016A000246","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974168","11.6.22","1074","","","","0"
"2007","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","22","","","","0"
"2008","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","40","","","","0"
"2009","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","","F","","","0"
"2010","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","20","","","","0"
"2011","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","63","","","","0"
"2012","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","78","E","","","0"
"2013","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","93","","","","0"
"2014","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","","F","","","0"
"2015","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","123","","","","0"
"2016","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","138","","","","0"
"2017","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","156","","","","0"
"2018","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","85","","","","0"
"2019","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","94","","","","0"
"2020","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","93","","","","0"
"2021","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","122","","","","0"
"2022","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","95","","","","0"
"2023","Manitoba","2016A000246","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152411","11.7.22","90","","","","0"
"2007","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","22","","","","0"
"2008","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","40","","","","0"
"2009","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","","F","","","0"
"2010","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","20","","","","0"
"2011","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","59","","","","0"
"2012","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","76","E","","","0"
"2013","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","78","","","","0"
"2014","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","","F","","","0"
"2015","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","88","","","","0"
"2016","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","114","","","","0"
"2017","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","130","","","","0"
"2018","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","83","","","","0"
"2019","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","59","","","","0"
"2020","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","67","","","","0"
"2021","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","110","","","","0"
"2022","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","75","","","","0"
"2023","Manitoba","2016A000246","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152440","11.8.22","70","","","","0"
"2007","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","454","","","","0"
"2008","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","","x","","","0"
"2009","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","","F","","","0"
"2010","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","188","","","","0"
"2011","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","718","","","","0"
"2012","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","2126","","","","0"
"2013","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","1936","","","","0"
"2014","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","1691","","","","0"
"2015","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","1172","","","","0"
"2016","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","1828","","","","0"
"2017","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","3834","","","","0"
"2018","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","1915","","","","0"
"2019","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","878","","","","0"
"2020","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","749","E","","","0"
"2021","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","813","","","","0"
"2022","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","829","","","","0"
"2023","Manitoba","2016A000246","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152469","11.9.22","983","","","","0"
"2007","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","454","","","","0"
"2008","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","","x","","","0"
"2009","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","","F","","","0"
"2010","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","188","","","","0"
"2011","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","718","","","","0"
"2012","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","2088","","","","0"
"2013","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","1926","","","","0"
"2014","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","1691","","","","0"
"2015","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","1172","","","","0"
"2016","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","1813","","","","0"
"2017","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","3788","","","","0"
"2018","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","1858","","","","0"
"2019","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","878","","","","0"
"2020","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","710","E","","","0"
"2021","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","804","E","","","0"
"2022","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","815","","","","0"
"2023","Manitoba","2016A000246","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152498","11.10.22","974","","","","0"
"2007","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","20400","","","t","0"
"2008","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","","x","","t","0"
"2009","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","","F","","t","0"
"2010","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","9300","","","t","0"
"2011","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","12200","","","t","0"
"2012","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","28000","E","","t","0"
"2013","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","24800","","","t","0"
"2014","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","","F","","t","0"
"2015","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","13300","","","t","0"
"2016","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","16000","","","t","0"
"2017","Manitoba","2016A000246","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152527","11.11.22","29500","","","t","0"


