"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","585","","","","0"
"2010","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","748","","","","0"
"2011","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","839","","","","0"
"2012","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","838","","","","0"
"2013","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","909","","","","0"
"2014","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","903","","","","0"
"2015","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","918","","","","0"
"2016","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","923","","","","0"
"2017","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","873","","","","0"
"2018","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","843","","","","0"
"2019","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","815","","","","0"
"2020","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","513","","","","0"
"2021","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","741","","","","0"
"2022","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","738","","","","0"
"2023","British Columbia","2016A000259","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974270","14.5.22","660","","","","0"
"2007","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","7250","","","","0"
"2008","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","5500","","","","0"
"2009","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","8982","","","","0"
"2010","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","9260","","","","0"
"2011","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","10849","","","","0"
"2012","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","12710","","","","0"
"2013","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","12197","","","","0"
"2014","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","13866","","","","0"
"2015","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","11486","","","","0"
"2016","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","12158","","","","0"
"2017","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","12885","","","","0"
"2018","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","10975","","","","0"
"2019","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","8446","","","","0"
"2020","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","8559","","","","0"
"2021","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","7583","E","","","0"
"2022","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","5948","","","","0"
"2023","British Columbia","2016A000259","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974276","14.6.22","6934","","","","0"
"2007","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","283","","","","0"
"2008","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","243","","","","0"
"2009","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","285","","","","0"
"2010","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","353","","","","0"
"2011","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","370","","","","0"
"2012","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","379","","","","0"
"2013","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","388","","","","0"
"2014","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","397","","","","0"
"2015","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","407","","","","0"
"2016","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","416","","","","0"
"2017","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","378","","","","0"
"2018","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","344","","","","0"
"2019","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","338","","","","0"
"2020","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","232","","","","0"
"2021","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","384","","","","0"
"2022","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","306","","","","0"
"2023","British Columbia","2016A000259","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152846","14.7.22","289","","","","0"
"2007","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","253","","","","0"
"2008","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","214","","","","0"
"2009","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","237","","","","0"
"2010","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","303","","","","0"
"2011","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","340","","","","0"
"2012","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","339","","","","0"
"2013","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","368","","","","0"
"2014","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","365","","","","0"
"2015","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","372","","","","0"
"2016","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","374","","","","0"
"2017","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","353","","","","0"
"2018","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","341","","","","0"
"2019","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","330","","","","0"
"2020","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","208","","","","0"
"2021","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","300","","","","0"
"2022","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","299","","","","0"
"2023","British Columbia","2016A000259","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152875","14.8.22","267","","","","0"
"2007","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","6577","","","","0"
"2008","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","4990","","","","0"
"2009","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","8560","","","","0"
"2010","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","8603","","","","0"
"2011","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","9842","","","","0"
"2012","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","11530","","","","0"
"2013","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","11323","","","","0"
"2014","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","12830","","","","0"
"2015","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","10420","","","","0"
"2016","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","11029","","","","0"
"2017","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","11762","","","","0"
"2018","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","10002","","","","0"
"2019","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","7792","","","","0"
"2020","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","7848","","","","0"
"2021","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","7252","E","","","0"
"2022","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","6103","","","","0"
"2023","British Columbia","2016A000259","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152904","14.9.22","6509","","","","0"
"2007","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","6577","","","","0"
"2008","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","4990","","","","0"
"2009","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","8148","","","","0"
"2010","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","8400","","","","0"
"2011","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","9842","","","","0"
"2012","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","11530","","","","0"
"2013","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","11065","","","","0"
"2014","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","12579","","","","0"
"2015","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","10420","","","","0"
"2016","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","11029","","","","0"
"2017","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","11689","","","","0"
"2018","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","9956","","","","0"
"2019","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","7662","","","","0"
"2020","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","7764","","","","0"
"2021","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","6880","E","","","0"
"2022","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","5396","","","","0"
"2023","British Columbia","2016A000259","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152933","14.10.22","6290","","","","0"
"2007","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","26000","","","t","0"
"2008","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","23300","","","t","0"
"2009","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","36200","","","t","0"
"2010","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","28400","","","t","0"
"2011","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","28900","","","t","0"
"2012","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","34000","","","t","0"
"2013","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","30800","","","t","0"
"2014","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","35200","","","t","0"
"2015","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","28000","","","t","0"
"2016","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","29500","","","t","0"
"2017","British Columbia","2016A000259","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152962","14.11.22","33300","","","t","0"


