"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","New Brunswick","2016A000213","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974408","7.4.22","674","","","","0"
"2022","New Brunswick","2016A000213","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974408","7.4.22","707","","","","0"
"2023","New Brunswick","2016A000213","Farm gate value (dollars)","Fresh pumpkins [114221551]","Dollars","81","thousands","3","v43974408","7.4.22","748","","","","0"
"2007","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","170","","","","0"
"2008","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","110","","","","0"
"2009","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","145","","","","0"
"2010","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","181","","","","0"
"2011","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","178","","","","0"
"2012","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","190","","","","0"
"2013","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","195","","","","0"
"2014","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","199","","","","0"
"2015","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","197","","","","0"
"2016","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","204","","","","0"
"2017","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","183","","","","0"
"2018","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","136","","","","0"
"2019","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","125","","","","0"
"2020","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","135","","","","0"
"2021","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","162","","","","0"
"2022","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","155","","","","0"
"2023","New Brunswick","2016A000213","Area harvested (acres)","Fresh pumpkins [114221551]","Acres","28","units","0","v43974414","7.5.22","155","","","","0"
"2007","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1300","","","","0"
"2008","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","535","","","","0"
"2009","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1038","","","","0"
"2010","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1419","","","","0"
"2011","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1289","","","","0"
"2012","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1204","","","","0"
"2013","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","2062","","","","0"
"2014","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1498","","","","0"
"2015","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1646","","","","0"
"2016","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1574","","","","0"
"2017","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1037","","","","0"
"2018","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","989","","","","0"
"2019","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","790","","","","0"
"2020","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","873","","","","0"
"2021","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1634","","","","0"
"2022","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1252","","","","0"
"2023","New Brunswick","2016A000213","Marketed production (tons)","Fresh pumpkins [114221551]","Tons","291","units","0","v43974420","7.6.22","1240","","","","0"
"2007","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","69","","","","0"
"2008","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","49","","","","0"
"2009","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","59","","","","0"
"2010","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","74","","","","0"
"2011","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","79","","","","0"
"2012","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","81","","","","0"
"2013","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","82","","","","0"
"2014","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","83","","","","0"
"2015","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","85","","","","0"
"2016","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","86","","","","0"
"2017","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","84","","","","0"
"2018","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","59","","","","0"
"2019","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","53","","","","0"
"2020","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","56","","","","0"
"2021","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","67","","","","0"
"2022","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","64","","","","0"
"2023","New Brunswick","2016A000213","Area planted (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52151976","7.7.22","65","","","","0"
"2007","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","69","","","","0"
"2008","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","45","","","","0"
"2009","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","59","","","","0"
"2010","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","73","","","","0"
"2011","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","72","","","","0"
"2012","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","77","","","","0"
"2013","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","79","","","","0"
"2014","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","81","","","","0"
"2015","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","80","","","","0"
"2016","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","83","","","","0"
"2017","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","74","","","","0"
"2018","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","55","","","","0"
"2019","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","51","","","","0"
"2020","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","55","","","","0"
"2021","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","66","","","","0"
"2022","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","63","","","","0"
"2023","New Brunswick","2016A000213","Area harvested (hectares)","Fresh pumpkins [114221551]","Hectares","149","units","0","v52152005","7.8.22","63","","","","0"
"2007","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1179","","","","0"
"2008","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","485","","","","0"
"2009","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","941","","","","0"
"2010","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1290","","","","0"
"2011","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1169","","","","0"
"2012","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1093","","","","0"
"2013","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1870","","","","0"
"2014","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1361","","","","0"
"2015","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1493","","","","0"
"2016","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1427","","","","0"
"2017","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","940","","","","0"
"2018","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","897","","","","0"
"2019","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","717","","","","0"
"2020","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","792","","","","0"
"2021","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1693","","","","0"
"2022","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1397","","","","0"
"2023","New Brunswick","2016A000213","Total production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152034","7.9.22","1383","","","","0"
"2007","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1179","","","","0"
"2008","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","485","","","","0"
"2009","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","941","","","","0"
"2010","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1287","","","","0"
"2011","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1169","","","","0"
"2012","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1092","","","","0"
"2013","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1870","","","","0"
"2014","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1359","","","","0"
"2015","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1493","","","","0"
"2016","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1427","","","","0"
"2017","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","940","","","","0"
"2018","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","897","","","","0"
"2019","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","717","","","","0"
"2020","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","792","","","","0"
"2021","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1482","","","","0"
"2022","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1135","","","","0"
"2023","New Brunswick","2016A000213","Marketed production (metric tonnes)","Fresh pumpkins [114221551]","Metric tonnes","214","units","0","v52152063","7.10.22","1125","","","","0"
"2007","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","17100","","","t","0"
"2008","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","10900","","","t","0"
"2009","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","16000","","","t","0"
"2010","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","17600","","","t","0"
"2011","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","16200","","","t","0"
"2012","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","14200","","","t","0"
"2013","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","23700","","","t","0"
"2014","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","16800","","","t","0"
"2015","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","18700","","","t","0"
"2016","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","17200","","","t","0"
"2017","New Brunswick","2016A000213","Average yield per hectare (kilograms)","Fresh pumpkins [114221551]","Kilograms","192","units","0","v52152092","7.11.22","12700","","","t","0"


